Schadstoff: Stickstoffdioxid (NO2)
Tagesmittelwerte
Einheit: ug/m3
Quelle: NABEL
Datum/Zeit;Lugano-Università
17.12.2021;47.7
18.12.2021;40.6
19.12.2021;35.5
20.12.2021;53.9
21.12.2021;46.3
22.12.2021;40.4
23.12.2021;39.5
24.12.2021;45.3
25.12.2021;34.9
26.12.2021;31.4
27.12.2021;35.9
28.12.2021;32.2
29.12.2021;32.5
30.12.2021;35.9
31.12.2021;35.8
01.01.2022;36.3
02.01.2022;35.5
03.01.2022;39.9
04.01.2022;43.8
05.01.2022;22.9
06.01.2022;10.7
07.01.2022;32.5
08.01.2022;34.2
09.01.2022;38.4
10.01.2022;27.7
11.01.2022;41.3
12.01.2022;44.0
13.01.2022;43.7
14.01.2022;50.4
15.01.2022;46.9
16.01.2022;35.0
17.01.2022;18.0
18.01.2022;37.2
19.01.2022;43.1
20.01.2022;30.1
21.01.2022;30.0
22.01.2022;40.3
23.01.2022;39.6
24.01.2022;46.6
25.01.2022;44.2
26.01.2022;46.6
27.01.2022;57.1
28.01.2022;33.1
29.01.2022;40.7
30.01.2022;30.2
31.01.2022;30.3
01.02.2022;9.2
02.02.2022;11.0
03.02.2022;38.5
04.02.2022;40.0
05.02.2022;38.1
06.02.2022;39.1
07.02.2022;18.1
08.02.2022;48.1
09.02.2022;44.0
10.02.2022;38.6
11.02.2022;25.2
12.02.2022;24.9
13.02.2022;26.0
14.02.2022;43.6
15.02.2022;52.2
16.02.2022;42.0
17.02.2022;49.2
18.02.2022;40.0
19.02.2022;35.0
20.02.2022;30.2
21.02.2022;24.7
22.02.2022;23.8
23.02.2022;42.7
24.02.2022;41.0
25.02.2022;23.1
26.02.2022;9.1
27.02.2022;19.6
28.02.2022;33.5
01.03.2022;19.6
02.03.2022;30.8
03.03.2022;38.4
04.03.2022;33.8
05.03.2022;21.8
06.03.2022;17.5
07.03.2022;31.2
08.03.2022;31.9
09.03.2022;33.2
10.03.2022;39.4
11.03.2022;36.1
12.03.2022;18.8
13.03.2022;22.2
14.03.2022;25.3
15.03.2022;35.3
16.03.2022;27.9
17.03.2022;31.9
18.03.2022;33.4
19.03.2022;16.5
20.03.2022;17.9
21.03.2022;25.7
22.03.2022;30.1
23.03.2022;32.4
24.03.2022;33.4
25.03.2022;33.2
26.03.2022;24.9
27.03.2022;22.8
28.03.2022;31.9
29.03.2022;31.6
30.03.2022;29.0
31.03.2022;19.4
01.04.2022;14.1
02.04.2022;11.1
03.04.2022;14.2
04.04.2022;16.6
05.04.2022;25.1
06.04.2022;27.5
07.04.2022;27.9
08.04.2022;26.3
09.04.2022;10.9
10.04.2022;14.4
11.04.2022;24.8
12.04.2022;25.6
13.04.2022;26.8
14.04.2022;28.7
15.04.2022;28.3
16.04.2022;15.6
17.04.2022;9.8
18.04.2022;12.0
19.04.2022;18.9
20.04.2022;17.9
21.04.2022;18.4
22.04.2022;21.0
23.04.2022;17.9
24.04.2022;9.3
25.04.2022;15.2
26.04.2022;14.2
27.04.2022;19.7
28.04.2022;16.8
29.04.2022;16.2
30.04.2022;13.4
01.05.2022;10.5
02.05.2022;15.4
03.05.2022;15.1
04.05.2022;17.7
05.05.2022;22.0
06.05.2022;14.2
07.05.2022;10.3
08.05.2022;7.6
09.05.2022;11.3
10.05.2022;13.0
11.05.2022;13.4
12.05.2022;13.4
13.05.2022;13.2
14.05.2022;8.6
15.05.2022;8.1
16.05.2022;12.4
17.05.2022;12.0
18.05.2022;11.5
19.05.2022;10.4
20.05.2022;12.4
21.05.2022;9.5
22.05.2022;8.0
23.05.2022;11.4
24.05.2022;15.1
25.05.2022;11.7
26.05.2022;8.5
27.05.2022;11.6
28.05.2022;9.1
29.05.2022;5.6
30.05.2022;11.0
31.05.2022;13.1
01.06.2022;13.1
02.06.2022;14.3
03.06.2022;24.7
04.06.2022;9.2
05.06.2022;9.5
06.06.2022;8.7
07.06.2022;12.9
08.06.2022;12.9
09.06.2022;9.1
10.06.2022;9.1
11.06.2022;10.5
12.06.2022;9.5
13.06.2022;13.2
14.06.2022;12.7
15.06.2022;13.7
16.06.2022;10.0
17.06.2022;12.5
18.06.2022;8.8
19.06.2022;8.4
20.06.2022;11.9
21.06.2022;11.7
22.06.2022;18.3
23.06.2022;9.4
24.06.2022;11.9
25.06.2022;7.7
26.06.2022;7.7
27.06.2022;10.5
28.06.2022;14.9
29.06.2022;6.7
30.06.2022;11.3
01.07.2022;12.2
02.07.2022;8.4
03.07.2022;7.9
04.07.2022;12.6
05.07.2022;11.0
06.07.2022;10.6
07.07.2022;9.8
08.07.2022;10.4
09.07.2022;7.7
10.07.2022;6.0
11.07.2022;10.1
12.07.2022;11.4
13.07.2022;10.8
14.07.2022;15.6
15.07.2022;12.6
16.07.2022;9.3
17.07.2022;8.0
18.07.2022;11.7
19.07.2022;12.1
20.07.2022;13.0
21.07.2022;14.2
22.07.2022;14.4
23.07.2022;11.5
24.07.2022;9.5
25.07.2022;13.5
26.07.2022;11.5
27.07.2022;9.9
28.07.2022;10.7
29.07.2022;13.0
30.07.2022;8.8
31.07.2022;8.7
01.08.2022;8.7
02.08.2022;10.9
03.08.2022;10.2
04.08.2022;10.7
05.08.2022;10.5
06.08.2022;7.1
07.08.2022;6.9
08.08.2022;8.2
09.08.2022;11.6
10.08.2022;10.2
11.08.2022;9.3
12.08.2022;9.0
13.08.2022;6.6
14.08.2022;7.0
15.08.2022;7.0
16.08.2022;10.6
17.08.2022;11.0
18.08.2022;10.9
19.08.2022;16.4
20.08.2022;9.4
21.08.2022;7.6
22.08.2022;14.6
23.08.2022;13.8
24.08.2022;12.5
25.08.2022;13.5
26.08.2022;14.9
27.08.2022;9.3
28.08.2022;7.8
29.08.2022;10.8
30.08.2022;13.3
31.08.2022;12.4
01.09.2022;12.5
02.09.2022;10.8
03.09.2022;11.6
04.09.2022;8.2
05.09.2022;14.9
06.09.2022;15.2
07.09.2022;15.6
08.09.2022;12.8
09.09.2022;12.7
10.09.2022;7.8
11.09.2022;8.3
12.09.2022;14.0
13.09.2022;17.1
14.09.2022;18.4
15.09.2022;13.2
16.09.2022;13.3
17.09.2022;4.6
18.09.2022;6.9
19.09.2022;14.0
20.09.2022;14.9
21.09.2022;22.9
22.09.2022;14.1
23.09.2022;15.2
24.09.2022;17.7
25.09.2022;9.8
26.09.2022;14.9
27.09.2022;15.9
28.09.2022;16.6
29.09.2022;18.0
30.09.2022;20.9
01.10.2022;13.0
02.10.2022;11.0
03.10.2022;18.7
04.10.2022;20.7
05.10.2022;16.7
06.10.2022;17.8
07.10.2022;20.0
08.10.2022;13.9
09.10.2022;15.2
10.10.2022;23.4
11.10.2022;16.8
12.10.2022;20.6
13.10.2022;18.8
14.10.2022;20.3
15.10.2022;14.9
16.10.2022;13.7
17.10.2022;19.2
18.10.2022;20.5
19.10.2022;21.8
20.10.2022;25.0
21.10.2022;28.1
22.10.2022;17.1
23.10.2022;16.9
24.10.2022;34.3
25.10.2022;18.8
26.10.2022;19.4
27.10.2022;19.9
28.10.2022;22.4
29.10.2022;17.6
30.10.2022;15.5
31.10.2022;22.8
01.11.2022;20.0
02.11.2022;20.4
03.11.2022;21.3
04.11.2022;21.2
05.11.2022;10.3
06.11.2022;17.6
07.11.2022;27.0
08.11.2022;38.1
09.11.2022;36.5
10.11.2022;24.6
11.11.2022;21.8
12.11.2022;24.8
13.11.2022;19.5
14.11.2022;26.1
15.11.2022;28.0
16.11.2022;24.1
17.11.2022;23.3
18.11.2022;27.8
19.11.2022;26.6
20.11.2022;27.3
21.11.2022;32.6
22.11.2022;25.1
23.11.2022;29.5
24.11.2022;39.9
25.11.2022;34.4
26.11.2022;24.7
27.11.2022;24.4
28.11.2022;31.9
29.11.2022;39.3
30.11.2022;32.7
01.12.2022;28.6
02.12.2022;28.6
03.12.2022;23.9
04.12.2022;26.8
05.12.2022;35.9
06.12.2022;34.6
07.12.2022;33.6
08.12.2022;24.6
09.12.2022;38.3
10.12.2022;24.4
11.12.2022;14.0
12.12.2022;35.1
13.12.2022;40.8
14.12.2022;43.5
15.12.2022;45.5
16.12.2022;36.0
17.12.2022;32.0
18.12.2022;25.3
19.12.2022;35.9
20.12.2022;40.1
21.12.2022;41.1
22.12.2022;37.3
23.12.2022;34.7
24.12.2022;31.4
25.12.2022;26.6
26.12.2022;27.7
27.12.2022;30.1
28.12.2022;34.0
29.12.2022;33.3
30.12.2022;39.4
31.12.2022;29.5
01.01.2023;27.7
02.01.2023;25.5
03.01.2023;29.0
04.01.2023;21.1
05.01.2023;28.5
06.01.2023;25.4
07.01.2023;22.4
08.01.2023;25.4
09.01.2023;24.5
10.01.2023;34.5
11.01.2023;45.5
12.01.2023;39.2
13.01.2023;40.1
14.01.2023;36.2
15.01.2023;33.5
16.01.2023;40.3
17.01.2023;40.2
18.01.2023;35.7
19.01.2023;22.1
20.01.2023;22.1
21.01.2023;7.9
22.01.2023;24.5
23.01.2023;44.4
24.01.2023;36.2
25.01.2023;32.1
26.01.2023;35.5
27.01.2023;36.2
28.01.2023;28.9
29.01.2023;25.7
30.01.2023;35.2
31.01.2023;40.6
01.02.2023;36.8
02.02.2023;15.5
03.02.2023;50.1
04.02.2023;6.8
05.02.2023;15.1
06.02.2023;18.8
07.02.2023;25.2
08.02.2023;30.3
09.02.2023;23.7
10.02.2023;37.0
11.02.2023;35.2
12.02.2023;31.9
13.02.2023;40.8
14.02.2023;45.0
15.02.2023;48.9
16.02.2023;41.4
17.02.2023;37.0
18.02.2023;30.0
19.02.2023;27.4
20.02.2023;31.0
21.02.2023;31.2
22.02.2023;30.0
23.02.2023;34.0
24.02.2023;35.5
25.02.2023;22.3
26.02.2023;12.2
27.02.2023;16.5
28.02.2023;21.5
01.03.2023;24.4
02.03.2023;26.5
03.03.2023;30.0
04.03.2023;28.3
05.03.2023;26.8
06.03.2023;27.3
07.03.2023;34.2
08.03.2023;30.7
09.03.2023;30.7
10.03.2023;28.8
11.03.2023;10.0
12.03.2023;16.4
13.03.2023;24.5
14.03.2023;19.3
15.03.2023;16.9
16.03.2023;22.5
17.03.2023;25.8
18.03.2023;27.8
19.03.2023;28.5
20.03.2023;27.0
21.03.2023;31.6
22.03.2023;30.7
23.03.2023;22.8
24.03.2023;29.2
25.03.2023;18.1
26.03.2023;23.5
27.03.2023;13.7
28.03.2023;18.6
29.03.2023;27.5
30.03.2023;29.5
31.03.2023;32.2
01.04.2023;18.4
02.04.2023;11.3
03.04.2023;17.2
04.04.2023;16.3
05.04.2023;20.5
06.04.2023;24.5
07.04.2023;25.5
08.04.2023;20.5
09.04.2023;12.6
10.04.2023;12.7
11.04.2023;23.4
12.04.2023;28.9
13.04.2023;18.7
14.04.2023;19.0
15.04.2023;18.2
16.04.2023;16.7
17.04.2023;13.1
18.04.2023;27.2
19.04.2023;22.5
20.04.2023;19.3
21.04.2023;23.8
22.04.2023;16.2
23.04.2023;13.3
24.04.2023;14.0
25.04.2023;17.8
26.04.2023;20.4
27.04.2023;18.0
28.04.2023;19.8
29.04.2023;16.3
30.04.2023;15.6
01.05.2023;11.9
02.05.2023;14.4
03.05.2023;12.6
04.05.2023;15.0
05.05.2023;16.0
06.05.2023;13.1
07.05.2023;5.6
08.05.2023;11.6
09.05.2023;15.7
10.05.2023;11.9
11.05.2023;13.3
12.05.2023;11.6
13.05.2023;7.2
14.05.2023;6.2
15.05.2023;14.1
16.05.2023;10.3
17.05.2023;14.8
18.05.2023;8.8
19.05.2023;11.9
20.05.2023;12.4
21.05.2023;10.2
22.05.2023;14.9
23.05.2023;13.9
24.05.2023;15.6
25.05.2023;11.3
26.05.2023;11.8
27.05.2023;8.7
28.05.2023;6.1
29.05.2023;6.0
30.05.2023;10.7
31.05.2023;11.5
01.06.2023;9.8
02.06.2023;8.5
03.06.2023;7.2
04.06.2023;5.7
05.06.2023;7.9
06.06.2023;9.0
07.06.2023;8.9
08.06.2023;5.9
09.06.2023;9.1
10.06.2023;7.7
11.06.2023;6.2
12.06.2023;8.3
13.06.2023;10.2
14.06.2023;9.7
15.06.2023;9.7
16.06.2023;13.5
17.06.2023;8.5
18.06.2023;7.7
19.06.2023;10.7
20.06.2023;9.8
21.06.2023;11.5
22.06.2023;13.3
23.06.2023;8.5
24.06.2023;4.8
25.06.2023;6.4
26.06.2023;9.9
27.06.2023;10.5
28.06.2023;10.3
29.06.2023;6.2
30.06.2023;11.9
01.07.2023;7.0
02.07.2023;6.7
03.07.2023;9.0
04.07.2023;8.0
05.07.2023;10.0
06.07.2023;8.7
07.07.2023;9.0
08.07.2023;8.8
09.07.2023;6.7
10.07.2023;10.9
11.07.2023;12.8
12.07.2023;11.7
13.07.2023;10.3
14.07.2023;16.0
15.07.2023;8.2
16.07.2023;6.8
17.07.2023;10.3
18.07.2023;11.9
19.07.2023;12.0
20.07.2023;9.4
21.07.2023;11.7
22.07.2023;6.8
23.07.2023;6.9
24.07.2023;16.3
25.07.2023;9.2
26.07.2023;6.7
27.07.2023;10.0
28.07.2023;11.7
29.07.2023;8.9
30.07.2023;5.8
31.07.2023;9.1
01.08.2023;6.2
02.08.2023;10.7
03.08.2023;7.6
04.08.2023;9.2
05.08.2023;6.4
06.08.2023;4.4
07.08.2023;4.9
08.08.2023;8.6
09.08.2023;10.6
10.08.2023;9.7
11.08.2023;9.8
12.08.2023;7.6
13.08.2023;6.5
14.08.2023;8.3
15.08.2023;6.4
16.08.2023;8.9
17.08.2023;8.0
18.08.2023;10.3
19.08.2023;9.0
20.08.2023;7.5
21.08.2023;11.7
22.08.2023;13.5
23.08.2023;12.7
24.08.2023;15.4
25.08.2023;13.5
26.08.2023;9.2
27.08.2023;6.1
28.08.2023;7.6
29.08.2023;6.2
30.08.2023;14.3
31.08.2023;12.5
01.09.2023;13.9
02.09.2023;8.9
03.09.2023;7.8
04.09.2023;13.4
05.09.2023;13.6
06.09.2023;12.7
07.09.2023;15.5
08.09.2023;16.0
09.09.2023;11.8
10.09.2023;9.3
11.09.2023;14.7
12.09.2023;15.6
13.09.2023;14.3
14.09.2023;11.1
15.09.2023;15.1
16.09.2023;13.1
17.09.2023;7.7
18.09.2023;20.2
19.09.2023;13.3
20.09.2023;13.6
21.09.2023;16.1
22.09.2023;10.3
23.09.2023;6.6
24.09.2023;7.6
25.09.2023;14.2
26.09.2023;17.1
27.09.2023;17.3
28.09.2023;17.6
29.09.2023;19.3
30.09.2023;13.0
01.10.2023;10.8
02.10.2023;15.9
03.10.2023;19.1
04.10.2023;17.1
05.10.2023;15.9
06.10.2023;16.2
07.10.2023;13.2
08.10.2023;11.2
09.10.2023;21.3
10.10.2023;21.7
11.10.2023;20.8
12.10.2023;22.0
13.10.2023;21.1
14.10.2023;11.8
15.10.2023;5.5
16.10.2023;18.6
17.10.2023;18.0
18.10.2023;23.9
19.10.2023;24.5
20.10.2023;17.4
21.10.2023;15.9
22.10.2023;11.8
23.10.2023;25.6
24.10.2023;27.2
25.10.2023;24.4
26.10.2023;20.9
27.10.2023;20.8
28.10.2023;16.6
29.10.2023;17.2
30.10.2023;26.6
31.10.2023;17.3
01.11.2023;17.0
02.11.2023;25.5
03.11.2023;26.2
04.11.2023;
05.11.2023;
06.11.2023;
07.11.2023;22.2
08.11.2023;24.8
09.11.2023;30.1
10.11.2023;22.0
11.11.2023;22.5
12.11.2023;17.2
13.11.2023;29.1
14.11.2023;27.6
15.11.2023;29.6
16.11.2023;34.5
17.11.2023;13.2
18.11.2023;21.8
19.11.2023;21.5
20.11.2023;37.3
21.11.2023;35.7
22.11.2023;18.9
23.11.2023;35.5
24.11.2023;29.0
25.11.2023;15.1
26.11.2023;23.2
27.11.2023;38.8
28.11.2023;29.5
29.11.2023;34.8
30.11.2023;35.0
01.12.2023;38.1
02.12.2023;15.4
03.12.2023;19.9
04.12.2023;39.3
05.12.2023;31.9
06.12.2023;40.2
07.12.2023;41.0
08.12.2023;24.6
09.12.2023;19.6
10.12.2023;26.9
11.12.2023;33.8
12.12.2023;35.1
13.12.2023;33.8
14.12.2023;31.4
15.12.2023;21.7
16.12.2023;29.6
17.12.2023;28.0
18.12.2023;42.4
19.12.2023;44.4
20.12.2023;30.5
21.12.2023;42.6
22.12.2023;34.4
23.12.2023;44.6
24.12.2023;36.4
25.12.2023;30.2
26.12.2023;32.4
27.12.2023;28.0
28.12.2023;31.2
29.12.2023;39.5
30.12.2023;32.9
31.12.2023;36.1
